dataset,k,policy,seed,subset_id,selected_indices,success,regret@1,regret@5,chosen_true_rank,rmse,spearman,runtime_s
three_phase_starcoder,16,random_observed,1026,5-10-16-20-24-29-36-68-70-72-77-84-110-117-131-156,"[5, 10, 16, 20, 24, 29, 36, 68, 70, 72, 77, 84, 110, 117, 131, 156]",1.0,0.02724277973175049,0.008365631103515625,42.0,0.044437600239686265,0.9483534513066916,2.868052165998961
three_phase_starcoder,16,random_observed,1027,1-22-28-31-52-66-83-90-107-112-123-127-135-137-149-153,"[1, 22, 28, 31, 52, 66, 83, 90, 107, 112, 123, 127, 135, 137, 149, 153]",1.0,0.007025659084320068,0.0038446784019470215,13.0,2.255476518779718,0.9193103246220555,2.7439481249894015
three_phase_starcoder,16,random_observed,1028,5-6-21-23-37-50-80-95-109-124-128-140-143-150-153-157,"[5, 6, 21, 23, 37, 50, 80, 95, 109, 124, 128, 140, 143, 150, 153, 157]",1.0,0.03445541858673096,0.008656144142150879,52.0,0.07254442110655591,0.9072600492206726,2.993389916999149
three_phase_starcoder,16,random_observed,1029,10-15-18-21-33-61-81-87-92-104-111-137-142-144-147-158,"[10, 15, 18, 21, 33, 61, 81, 87, 92, 104, 111, 137, 142, 144, 147, 158]",1.0,0.02724277973175049,0.008365631103515625,42.0,0.3333067704981039,0.9347533106761983,3.0023000840010354
three_phase_starcoder,16,random_observed,1030,6-7-8-15-26-33-58-59-68-76-95-109-112-116-133-135,"[6, 7, 8, 15, 26, 33, 58, 59, 68, 76, 95, 109, 112, 116, 133, 135]",1.0,0.004587113857269287,0.004587113857269287,9.0,0.2378046879037781,0.9524551740302355,2.9644398340024054
three_phase_starcoder,16,random_observed,1031,2-30-35-37-44-59-86-96-98-114-143-146-152-155-156-157,"[2, 30, 35, 37, 44, 59, 86, 96, 98, 114, 143, 146, 152, 155, 156, 157]",1.0,0.008365631103515625,0.004587113857269287,16.0,0.054941992711596443,0.9507763975155278,2.8754323329922045
three_phase_starcoder,16,random_observed,1032,6-14-15-17-26-28-46-49-58-60-93-95-99-135-141-158,"[6, 14, 15, 17, 26, 28, 46, 49, 58, 60, 93, 95, 99, 135, 141, 158]",1.0,0.004587113857269287,0.0038446784019470215,9.0,0.04850611160597335,0.9523116137349116,2.8701038339931984
three_phase_starcoder,16,random_observed,1033,4-8-12-17-28-30-74-76-78-80-105-134-143-144-155-159,"[4, 8, 12, 17, 28, 30, 74, 76, 78, 80, 105, 134, 143, 144, 155, 159]",1.0,0.008656144142150879,0.0020932555198669434,17.0,1.1390789546133508,0.9271094574006796,3.052754916003323
three_phase_starcoder,16,random_observed,1034,3-14-71-76-78-93-94-97-103-104-105-116-127-141-143-159,"[3, 14, 71, 76, 78, 93, 94, 97, 103, 104, 105, 116, 127, 141, 143, 159]",1.0,0.0020932555198669434,0.0020932555198669434,3.0,0.04773382274719299,0.9213172389546466,2.9343659169971943
three_phase_starcoder,16,random_observed,1035,6-15-29-39-62-63-71-72-88-93-99-108-120-122-142-148,"[6, 15, 29, 39, 62, 63, 71, 72, 88, 93, 99, 108, 120, 122, 142, 148]",1.0,0.13141411542892467,0.022468924522399902,92.0,0.17204579405079487,0.6747451072307512,3.0586427499947604
