run_name,target_family,noise_mode,aggregate_mean_theta,accuracy_reference,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6
run_00071,eval_bpb_irt,variable,0.4589950291768348,0.35083037796045274,-1.079499115510811,1.6215603708758763,0.18068408870073618,0.4146212579848421,1.4454739948436846,0.17112957816668106
run_00050,eval_bpb_irt,variable,0.4544900821190751,0.35257029834118747,0.16823406680047043,-0.1969245967137671,-0.1275808734741841,0.5637294451742858,1.1274249983590388,1.1920574525686065
run_00018,eval_bpb_irt,variable,0.4509538722776008,0.3475604909178147,0.2987587968746147,-0.5606945608703819,1.721361115004021,1.181566500822723,0.3384087937456566,-0.2736774119110281
run_00064,eval_bpb_irt,variable,0.44911485465916684,0.35018622371272695,-0.5906669053276435,0.7541557197164466,-0.0028232886739602853,-0.23186577228577035,2.188196066051181,0.5776933084747474
run_00046,eval_bpb_irt,variable,0.4418321085385919,0.34767507093662925,-0.24045960737354435,1.1295962467365164,0.15422633933741683,0.7489398650839543,0.3880272564656009,0.4706625509816072
run_00075,eval_bpb_irt,variable,0.4391889574791925,0.3499505346499153,1.2871502807732247,1.2341548429519194,0.09009517146309305,0.8197084567208371,-0.14270667768314993,-0.6532683293507687
run_00131,eval_bpb_irt,variable,0.43525239369036267,0.3510517996047798,-0.030180024678020362,-0.2362766091096813,0.7700143723432976,0.703331747947737,0.1269068809284797,1.2777179947103632
run_00238,eval_bpb_irt,variable,0.4327863624502928,0.3475300567309931,1.8143637672608777,-0.6604349701507107,-0.6827150780893461,0.23586198756185014,1.023932527074611,0.865709941044475
baseline_proportional,eval_bpb_irt,variable,0.42636555349575506,0.3543636924722194,3.289517943846036,3.223251952073585,-0.4544673152903998,-0.5323325868150032,-1.3320983839791303,-1.6356782888605577
run_00130,eval_bpb_irt,variable,0.41361326554229305,0.3465735450980362,1.5444760461059517,-0.7649628112880662,-0.1384136360253089,-0.49268904416284415,0.7506663785898622,1.5826026600341636
run_00237,eval_bpb_irt,variable,0.4126912484303997,0.3523752368919932,0.8503912939284696,-0.20699197725596102,0.0650366720033787,0.3309521773875491,0.39005817122965386,1.0467011532893082
baseline_olmix_loglinear_uncheatable_bpb,eval_bpb_irt,variable,0.39966224896670255,0.3452265855897537,0.7620234140990444,0.8116035591030349,2.992653742297412,-0.2755089882616543,-1.3853706924084237,-0.5074275410291983
run_00156,eval_bpb_irt,variable,0.379796875141033,0.3541169249549653,1.1966260607381554,0.19110781970937887,0.8981261980604122,-0.7041185926710292,0.22730621064120057,0.46973355436808023
run_00062,eval_bpb_irt,variable,0.37830145115600233,0.3486627928893003,0.6713810534269508,-1.170206158972079,0.9588882454483822,0.7636124843104609,0.1559650264243371,0.8901680562979617
run_00105,eval_bpb_irt,variable,0.3767895249419646,0.35044186259269317,-0.5993351861356947,0.552464961255752,1.403023216697937,-0.0825131749414236,0.6325218337022889,0.354575499072928
run_00169,eval_bpb_irt,variable,0.3712878932417474,0.3487635657571105,0.6598162166241076,1.135092711310528,-0.8766590504784996,0.21268231145449779,0.2652690151354553,0.8315261554043949
run_00090,eval_bpb_irt,variable,0.3635323648941113,0.34548235767522617,-1.055516588342105,0.7574809249008329,0.8612143473006831,0.6440987995340064,-0.050170047411453894,1.024086753382704
run_00015,eval_bpb_irt,variable,0.36319488818672746,0.34583271473849025,-1.396209972756797,1.277228372039646,0.9355459557818986,0.32757968218085437,0.006017060583725835,1.0290082312910371
run_00201,eval_bpb_irt,variable,0.36184261247300586,0.3480629467710191,0.33149708765498415,0.1567674946895774,0.6293829766420079,1.4834589223763563,0.7505404156472996,-1.1805912221721906
run_00224,eval_bpb_irt,variable,0.36015399338888926,0.34255714396013415,0.4025895701680307,-0.5292225439668752,-0.1430926629068366,1.7605048948886226,0.4378675949450842,0.23227710720530972
run_00063,eval_bpb_irt,variable,0.35949051658472087,0.35156712714028304,0.11895795373776945,1.595427064405906,-0.1769408744719183,-0.5644550712806968,1.0775157458468434,0.10643828127042161
run_00217,eval_bpb_irt,variable,0.3590454148257674,0.34443740185093963,0.7395270252121403,0.8575758301402674,0.1982662234276852,1.0909991886196793,0.4936225050105758,-1.2257182834557436
run_00152,eval_bpb_irt,variable,0.35830673776972394,0.33904590973562615,0.8738163229486868,-0.8399378106589153,1.6654325186405274,1.1203250467339558,-0.4368030909965807,-0.23299256004933017
run_00167,eval_bpb_irt,variable,0.3535121446624279,0.34529336137687133,-0.7123692111778084,1.715392354005341,0.1926062950488533,-0.4977771780692161,0.3953739113523216,1.0278466968150763
run_00227,eval_bpb_irt,variable,0.3516749529835588,0.35039851924516197,1.1705582414046163,0.7754662663050432,-0.33773158137089376,0.5776392602261303,-0.6207813840000568,0.5448989153365129
run_00202,eval_bpb_irt,variable,0.34553723396747,0.34692860118191604,0.6941253634321606,0.3293898951657355,0.5896260432508068,0.18978411164839884,0.07949280253437721,0.19080518777334055
run_00221,eval_bpb_irt,variable,0.34495842916726444,0.346182912797253,0.541831366717218,-0.492607376721604,0.689796304511688,0.1554057086334047,0.6268696146303908,0.5484549572324888
