suite,prompt_sha16,position,scenario,topk,tis_cap,behavior_tail_mass,current_tail_mass,behavior_cap_mass,behavior_log_ratio_abs_mean,exact_gradient_l1,exact_gradient_l2,error_l1,error_l2,relative_error_l1
val-gsm8k,e21f6062be8c8538,answer32,real_base_to_step8,32,1.001,0.00135871273774,0.00135696619994,0.506666305615,0.00529935411043,0.00210174415734,0.00118918364293,1.09948605172e-05,3.25758783356e-06,0.0052313030008
val-gsm8k,e21f6062be8c8538,answer32,real_base_to_step8,32,1.05,0.00135871273774,0.00135696619994,2.8956971115e-06,0.00529935411043,2.63108769807e-09,1.446007841e-09,2.63108796616e-09,1.44600792323e-09,1.00000010189
val-gsm8k,e21f6062be8c8538,answer32,real_base_to_step8,32,2.0,0.00135871273774,0.00135696619994,0,0.00529935411043,2.68093794265e-16,1.59758110758e-16,0,0,
val-gsm8k,e21f6062be8c8538,answer32,real_base_to_step8,128,1.001,0.000459227510404,0.000457687109895,0.506666305615,0.00529935411043,0.00210174415734,0.00118918364293,2.96678593889e-06,8.59024054807e-07,0.00141158281731
val-gsm8k,e21f6062be8c8538,answer32,real_base_to_step8,128,1.05,0.000459227510404,0.000457687109895,2.8956971115e-06,0.00529935411043,2.63108769807e-09,1.446007841e-09,1.58003390925e-10,8.2880729427e-11,0.0600524988359
val-gsm8k,e21f6062be8c8538,answer32,real_base_to_step8,128,2.0,0.000459227510404,0.000457687109895,0,0.00529935411043,2.68093794265e-16,1.59758110758e-16,0,0,
val-gsm8k,e21f6062be8c8538,answer32,calibrated_0.016,1,1.001,0.597133844684,0.598932429653,0.455562821343,0.0160004055516,0.00808059035692,0.00411477172495,0.00734040781956,0.00360733720011,0.908399942992
val-gsm8k,e21f6062be8c8538,answer32,calibrated_0.016,1,1.05,0.597133844684,0.598932429653,0.00225886659905,0.0160004055516,0.000113623418686,4.43678450977e-05,0.00011362341869,4.43678450994e-05,1.00000000004
val-gsm8k,e21f6062be8c8538,answer32,calibrated_0.016,1,2.0,0.597133844684,0.598932429653,0,0.0160004055516,4.19612929638e-15,2.38561508583e-15,0,0,
val-gsm8k,e21f6062be8c8538,answer32,calibrated_0.016,4,1.001,0.0560770862854,0.0573223594329,0.455562821343,0.0160004055516,0.00808059035692,0.00411477172495,0.00137813220851,0.000633651045217,0.170548455946
val-gsm8k,e21f6062be8c8538,answer32,calibrated_0.016,4,1.05,0.0560770862854,0.0573223594329,0.00225886659905,0.0160004055516,0.000113623418686,4.43678450977e-05,0.00011362341869,4.43678450994e-05,1.00000000004
val-gsm8k,e21f6062be8c8538,answer32,calibrated_0.016,4,2.0,0.0560770862854,0.0573223594329,0,0.0160004055516,4.19612929638e-15,2.38561508583e-15,0,0,
val-gsm8k,e21f6062be8c8538,answer32,calibrated_0.016,8,1.001,0.00688579607055,0.00705654057074,0.455562821343,0.0160004055516,0.00808059035692,0.00411477172495,0.000239315953971,7.12275280443e-05,0.0296161472616
val-gsm8k,e21f6062be8c8538,answer32,calibrated_0.016,8,1.05,0.00688579607055,0.00705654057074,0.00225886659905,0.0160004055516,0.000113623418686,4.43678450977e-05,0.00011362341869,4.43678450994e-05,1.00000000004
val-gsm8k,e21f6062be8c8538,answer32,calibrated_0.016,8,2.0,0.00688579607055,0.00705654057074,0,0.0160004055516,4.19612929638e-15,2.38561508583e-15,0,0,
val-gsm8k,e21f6062be8c8538,answer32,calibrated_0.016,32,1.001,0.00135871273774,0.00138951081869,0.455562821343,0.0160004055516,0.00808059035692,0.00411477172495,4.72405631264e-05,7.80403941221e-06,0.00584617720238
val-gsm8k,e21f6062be8c8538,answer32,calibrated_0.016,32,1.05,0.00135871273774,0.00138951081869,0.00225886659905,0.0160004055516,0.000113623418686,4.43678450977e-05,1.9873394254e-05,5.98668350051e-06,0.174905793926
val-gsm8k,e21f6062be8c8538,answer32,calibrated_0.016,32,2.0,0.00135871273774,0.00138951081869,0,0.0160004055516,4.19612929638e-15,2.38561508583e-15,0,0,
val-gsm8k,e21f6062be8c8538,answer32,calibrated_0.016,128,1.001,0.000459227510404,0.000469208060629,0.455562821343,0.0160004055516,0.00808059035692,0.00411477172495,1.61083228583e-05,2.59675651191e-06,0.00199345866414
val-gsm8k,e21f6062be8c8538,answer32,calibrated_0.016,128,1.05,0.000459227510404,0.000469208060629,0.00225886659905,0.0160004055516,0.000113623418686,4.43678450977e-05,6.95453439089e-06,2.01908334677e-06,0.0612068750553
val-gsm8k,e21f6062be8c8538,answer32,calibrated_0.016,128,2.0,0.000459227510404,0.000469208060629,0,0.0160004055516,4.19612929638e-15,2.38561508583e-15,0,0,
val-gsm8k,e21f6062be8c8538,answer32,calibrated_0.05,1,1.001,0.597133844684,0.603291709692,0.455572230392,0.0499997005651,0.0252571245008,0.0129215135606,0.0217710092464,0.0105661271784,0.861974974453
val-gsm8k,e21f6062be8c8538,answer32,calibrated_0.05,1,1.05,0.597133844684,0.603291709692,0.0780734981692,0.0499997005651,0.00641174318231,0.00317224926748,0.00641174318231,0.00317224926748,0.999999999999
