row_id,bucket,phase_1_count,phase_1_weight
p00__fit_maximin_09,dolma3_cc/food_and_dining_low,7,0.00341796875
p00__fit_maximin_09,dolma3_cc/games_high,78,0.0380859375
p00__fit_maximin_09,dolma3_cc/games_low,25,0.01220703125
p00__fit_maximin_09,dolma3_cc/health_high,106,0.0517578125
p00__fit_maximin_09,dolma3_cc/health_low,80,0.0390625
p00__fit_maximin_09,dolma3_cc/history_and_geography_high,8,0.00390625
p00__fit_maximin_09,dolma3_cc/history_and_geography_low,0,0.0
p00__fit_maximin_09,dolma3_cc/industrial_high,1,0.00048828125
p00__fit_maximin_09,dolma3_cc/industrial_low,2,0.0009765625
p00__fit_maximin_09,dolma3_cc/literature_high,116,0.056640625
p00__fit_maximin_09,dolma3_cc/literature_low,13,0.00634765625
p00__fit_maximin_09,dolma3_cc/science_math_and_technology_high,109,0.05322265625
p00__fit_maximin_09,dolma3_cc/science_math_and_technology_low,11,0.00537109375
p00__fit_maximin_09,dolma3_finemath_3plus,2,0.0009765625
p00__fit_maximin_09,dolma3_stack_edu,79,0.03857421875
p00__fit_maximin_09,dolma3_wikipedia,1,0.00048828125
p00__fit_maximin_09,dolmino_common_crawl_hq,256,0.125
p00__fit_maximin_09,dolmino_olmocr_pdfs_hq,44,0.021484375
p00__fit_maximin_09,dolmino_stack_edu_fim,54,0.0263671875
p00__fit_maximin_09,dolmino_stem_heavy_crawl,141,0.06884765625
p00__fit_maximin_09,dolmino_synth_code,3,0.00146484375
p00__fit_maximin_09,dolmino_synth_instruction,0,0.0
p00__fit_maximin_09,dolmino_synth_math,11,0.00537109375
p00__fit_maximin_09,dolmino_synth_qa,127,0.06201171875
p00__fit_maximin_09,dolmino_synth_thinking,8,0.00390625
p00__fit_maximin_10,dolma3_arxiv,0,0.0
p00__fit_maximin_10,dolma3_cc/art_and_design_high,58,0.0283203125
p00__fit_maximin_10,dolma3_cc/art_and_design_low,1,0.00048828125
p00__fit_maximin_10,dolma3_cc/crime_and_law_high,0,0.0
p00__fit_maximin_10,dolma3_cc/crime_and_law_low,2,0.0009765625
p00__fit_maximin_10,dolma3_cc/education_and_jobs_high,7,0.00341796875
p00__fit_maximin_10,dolma3_cc/education_and_jobs_low,3,0.00146484375
p00__fit_maximin_10,dolma3_cc/electronics_and_hardware_high,95,0.04638671875
